# Simulation 1 (Up to date)
# 786 data points written for 4 variables.
# Simulation warnings:
#   No recovery device defined in the simulation.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²)
# Event SIM_WARN occurred at t=0 seconds: No recovery device defined in the simulation.
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
11.0994,627.4074,-13.3233,-7.0165
11.1168,627.1742,-13.4497,-7.4767
11.1341,626.941,-13.5826,-7.9342
11.1512,626.7072,-13.722,-8.3287
11.1683,626.4714,-13.8671,-8.6365
11.1854,626.2325,-14.0173,-8.8789
11.2027,625.9893,-14.1721,-9.0555
11.2201,625.7407,-14.3311,-9.1668
11.2378,625.486,-14.4936,-9.2055
11.2555,625.2274,-14.6568,-9.1818
11.2727,624.9741,-14.814,-9.1011
11.2876,624.7524,-14.9488,-8.9846
11.3009,624.5526,-15.0675,-8.8447
11.313,624.3696,-15.1736,-8.6891
11.3242,624.1998,-15.2696,-8.5237
11.3346,624.0407,-15.3573,-8.3523
11.3443,623.8904,-15.438,-8.1776
11.3536,623.7475,-15.5127,-8.0033
11.3624,623.6106,-15.5825,-7.8303
11.3708,623.4785,-15.6479,-7.6561
11.379,623.3507,-15.7096,-7.4891
11.387,623.2249,-15.7689,-7.3329
11.395,623.0981,-15.8271,-7.1732
11.4031,622.9705,-15.8842,-7.0099
11.4111,622.8421,-15.9401,-6.8433
11.4192,622.713,-15.9947,-6.6755
11.4273,622.5833,-16.0481,-6.5075
11.4354,622.4531,-16.1001,-6.3401
11.4435,622.3224,-16.1508,-6.1742
11.4516,622.1914,-16.2002,-6.0086
11.4597,622.06,-16.2481,-5.8369
11.4678,621.9284,-16.2947,-5.6688
11.4759,621.7967,-16.3398,-5.5052
11.4839,621.6649,-16.3835,-5.3469
11.492,621.5329,-16.4258,-5.1946
11.5,621.401,-16.4669,-5.0491
11.508,621.2689,-16.5069,-4.9256
11.516,621.1367,-16.5458,-4.8102
11.524,621.0043,-16.5838,-4.7034
11.532,620.8718,-16.621,-4.6055
11.54,620.7391,-16.6574,-4.5169
11.5479,620.6062,-16.693,-4.4379
11.5559,620.4732,-16.7281,-4.3695
11.5638,620.3401,-16.7626,-4.3113
11.5718,620.2068,-16.7966,-4.2632
11.5797,620.0733,-16.8303,-4.2253
11.5876,619.9397,-16.8637,-4.1977
11.5956,619.806,-16.8969,-4.1804
11.6035,619.6722,-16.9299,-4.1753
11.6114,619.5382,-16.9629,-4.183
11.6193,619.4041,-16.9961,-4.2006
11.6272,619.2698,-17.0293,-4.228
11.6351,619.1354,-17.0628,-4.265
11.6429,619.0008,-17.0966,-4.3113
11.6508,618.8659,-17.1308,-4.3652
11.6587,618.7305,-17.1654,-4.4153
11.6666,618.5948,-17.2005,-4.4744
11.6745,618.4586,-17.2362,-4.5425
11.6825,618.3219,-17.2725,-4.6192
11.6904,618.1845,-17.3095,-4.7042
11.6984,618.0463,-17.3474,-4.7972
11.7064,617.9073,-17.3862,-4.908
11.7144,617.7674,-17.4261,-5.0281
11.7225,617.6265,-17.4673,-5.1544
11.7306,617.4845,-17.5097,-5.2863
11.7388,617.3413,-17.5534,-5.4234
11.747,617.197,-17.5985,-5.565
11.7552,617.0515,-17.645,-5.7078
11.7635,616.9049,-17.693,-5.8526
11.7719,616.757,-17.7425,-6.0141
11.7804,616.6052,-17.7947,-6.2038
11.7895,616.4438,-17.8517,-6.4043
11.7992,616.2707,-17.9148,-6.6165
11.8096,616.0827,-17.9852,-6.8286
11.8211,615.877,-18.0644,-7.0555
11.8337,615.6479,-18.1552,-7.3002
11.8481,615.3856,-18.2623,-7.5654
11.8652,615.0725,-18.3942,-7.8696
11.8874,614.6617,-18.573,-8.2101
11.9151,614.1436,-18.8052,-8.5156
11.9424,613.6286,-19.0397,-8.6905
11.9696,613.1075,-19.2772,-8.7549
11.9971,612.5733,-19.5178,-8.706
12.0211,612.1028,-19.7252,-8.5754
12.0383,611.7614,-19.8719,-8.435
12.0526,611.4761,-19.9917,-8.2945
12.0652,611.2239,-20.0952,-8.1616
12.0767,610.9923,-20.1883,-8.0315
12.0874,610.7761,-20.2735,-7.9051
12.0975,610.5719,-20.3523,-7.7832
12.107,610.3773,-20.4261,-7.6684
12.1161,610.1902,-20.4957,-7.5597
12.125,610.0091,-20.5619,-7.4567
12.1335,609.8331,-20.6252,-7.3596
12.1418,609.6614,-20.686,-7.2687
12.1499,609.4932,-20.7447,-7.1842
12.1579,609.3279,-20.8015,-7.1054
12.1657,609.1653,-20.8567,-7.0332
12.1734,609.0046,-20.9106,-6.9678
12.181,608.8457,-20.9633,-6.9093
12.1885,608.6881,-21.0149,-6.8577
12.1959,608.5314,-21.0658,-6.8131
12.2033,608.3754,-21.1161,-6.774
12.2107,608.2199,-21.1658,-6.7401
12.218,608.0647,-21.215,-6.7133
12.2253,607.9096,-21.264,-6.6938
12.2326,607.7542,-21.3128,-6.6816
12.2399,607.5984,-21.3616,-6.6767
12.2473,607.4417,-21.4105,-6.6791
12.2546,607.2839,-21.4597,-6.6938
12.262,607.1242,-21.5095,-6.7189
12.2696,606.9618,-21.5603,-6.7514
12.2773,606.7962,-21.6123,-6.7914
12.2851,606.6267,-21.6657,-6.8389
12.2931,606.4526,-21.7208,-6.8941
12.3014,606.273,-21.778,-6.9539
12.3099,606.0873,-21.8374,-7.0057
12.3186,605.8962,-21.8989,-7.0651
12.3276,605.6987,-21.9628,-7.1322
12.337,605.4934,-22.0297,-7.2071
12.3467,605.2786,-22.1003,-7.2898
12.3569,605.0522,-22.1753,-7.3846
12.3678,604.8103,-22.2563,-7.4895
12.3796,604.5481,-22.345,-7.6024
